"STUDY_ID","REVIEWERS","INCLUDE","AUTHORS","YEAR","TITLE","JOURNAL","VOLUME","LPAGES","UPAGES","DOI","ABSTRACT"
"11","laporta","NO","Barbosa, C.G. and Gómez-Hernández, C. and Da Silva, M.V. and Rezende-Oliveira, K. and Ferreira, P.T.M. and De Oliveira, A.C.M. and Desidério, C.S. and Helmo, F.R. and De Carvalho-Costa, T.M. and Dos Santos, I.K.P. and Saraiva, L.K.A. and De Oliveira, C.J.F. and Machado, J.R. and Ferro, E.A.V. and Rodrigues, V. and Ramirez, L.E.","2022","Congenital transmission of Mexican strains of Trypanosoma cruzi TcIa: interaction between parasite and human placental explants.","Parasitology. 2022 Mar;149(3):418-426. doi: 10.1017/S0031182021002018. Epub 2021 and Nov 24.","149","418","426","10.1017/S0031182021002018","Congenital transmission of Chagas disease plays an important role in endemic countries because it is not a diagnosis that is encountered frequently in prenatal care. Due to limited information regarding congenital transmission of Trypanosoma cruzi in Mexico, the present study aimed to investigate protozoan infectivity and modulation of immune responses in human placental explants infected with T. cruzi Ia Mexican strains. The Inc-5 strain showed increased infectivity and modulated IL-1β, IL-10 and TLR-4, decreasing their expression after 24 h of infection. Both strains (Inc-5 and Ninoa) stimulated the production of TNF-α and decreased IL-6 levels 96 h after infection. An important detachment of the syncytiotrophoblast caused by infection with T. cruzi was observed after 24 h of infection. In this study, ex vivo infection of human placental villi was performed to better understand interactions involving parasitic T. cruzi and human placental tissue. It was concluded that the strains of TcIa present parasitism in placental tissue, modulation of the innate immune system of the placenta, and cause intense detachment of the syncytiotrophoblast, a fact that may be more associated with abortion and premature birth events than the congenital transmission itself, justifying the low rate of this transmission mechanism by this genotype. Copyright © The Author(s), 2021. Published by Cambridge University Press."
"12","laporta","NO","Garcia IFDS and Hennington ÉA",NA,"[HTLV on the government agenda: the case of the states of Bahia and Minas Gerais, Brazil].","Cad Saude Publica. 2021 Dec 1;37(11):e00303420. doi: 10.1590/0102-311X00303420. and eCollection 2021.","37",NA,NA,NA,"HTLV is a retrovirus that affects the human T-lymphocytes. Transmission is bloodborne, sexual, or mother-to-child. Most infected persons are asymptomatic carriers, but some may develop severe cases such as tropical spastic paraparesis, leukemia/lymphoma, and other manifestations. Brazil is considered the country with the highest absolute number of cases, with an estimated 800,000 infected individuals. This article aimed to investigate and analyze the process of inclusion of HTLV on the government agenda in the states of Bahia and Minas Gerais, and which impacted health sector actions and policies. Interviews were held with key actors, and a document search was performed for analysis, using as the main reference the Multiple Streams framework proposed by John Kingdon. Various factors contributed to the theme's inclusion on the health sector agenda in Bahia, the state of Brazil with the widest range of policies on HTLV, involving high prevalence of the infection, a favorable political context, and activism by infected individuals. In Minas Gerais, we observed difficulties in the implementation of this health sector policy; due to the lack of organized advocacy groups, the problem was not a priority in the state's Health Departments. In the current context, individuals with HTLV infection and other stakeholders still have a long road ahead with social mobilization for investments in the area, drafting and implementation of public policies, and guarantee of social rights."
"13","laporta","NO","Frenkel LM and Morrison RL and Fuller TL and Gouvêa MI and Benamor Teixeira ML and Coombs RW and Shapiro DE and Mirochnick M and Hennessey R and Whitson K and Chakhtoura N and João EC",NA,"Brief Report: Vaginal Viral Shedding With Undetectable Plasma HIV Viral Load in Pregnant Women Receiving 2 Different Antiretroviral Regimens: A Randomized Clinical Trial.","J Acquir Immune Defic Syndr. 2021 Dec 1;88(4):361-365. doi: and 10.1097/QAI.0000000000002771.","88",NA,NA,NA,"BACKGROUND: Pregnant women using antiretrovirals (ARVs) may have persistent vaginal viral shedding, which could be associated with sexual and perinatal HIV transmission. However, there are scant data on vaginal viral load (VVL) in pregnant women with undetectable plasma viral load (PVL). METHODS: This study was a post hoc analysis of an open-label randomized trial to evaluate the virologic response of 2 ART regimens. The participants were ART-naive women living with HIV initiating ART regimens between 20 and 36 weeks of pregnancy recruited at 19 clinical sites in 6 countries. Participants were randomized to receive 400 mg of raltegravir 2 times a day or 600 mg of efavirenz 4 times a day in addition to 150 mg of lamivudine and 300 mg of zidovudine 2 times a day. VVL and PVL tests were performed at every study visit. The primary outcome measures were HIV-1 PVL and VVL at maternal study week 4 and rates of perinatal HIV transmission. RESULTS: A total of 408 were enrolled, of whom 323 had VVL samples 4 weeks after enrollment and were included in this analysis. Among women with undetectable/nonquantifiable PVL during ART, the overall rate of quantifiable VVL at week 4 was 2.54% (7/275). Of the 275 with nonquantifiable PVL, 99.1% (115/116) and 96.2% (153/159) had nonquantifiable VVL in the efavirenz and raltegravir arms, respectively. None of the 7 women with quantifiable VVL at the week 4 study visit transmitted HIV to their infants. CONCLUSIONS: Detectable VVL in pregnant women with undetectable/nonquantifiable PVL while receiving ART was rare and not associated with perinatal HIV transmission."
"14","laporta","NO","Gavino-Leopoldino D and Figueiredo CM and da Silva MOL and Barcellos LG and Neris RLS and Pinto LDM and Araújo SMB and Ladislau L and Benjamim CF and Da Poian AT and Clarke JR and Figueiredo CP and Assunção-Miranda I",NA,"Skeletal Muscle Is an Early Site of Zika Virus Replication and Injury, Which Impairs Myogenesis.","J Virol. 2021 Oct 27;95(22):e0090421. doi: 10.1128/JVI.00904-21. Epub 2021 Sep 1.","95",NA,NA,NA,"Zika virus (ZIKV) infection became a worldwide concern due to its correlation with the development of microcephaly and other neurological disorders. ZIKV neurotropism is well characterized, but the role of peripheral viral amplification to brain infection remains unknown. Here, we found that ZIKV replicates in human primary skeletal muscle myoblasts, impairing its differentiation into myotubes but not interfering with the integrity of the already-formed muscle fibers. Using mouse models, we showed ZIKV tropism to muscle tissue either during embryogenesis after maternal transmission or when infection occurred after birth. Interestingly, ZIKV replication in the mouse skeletal muscle started immediately after ZIKV inoculation, preceding viral RNA detection in the brain and causing no disruption to the integrity of the blood brain barrier, and remained active for more than 2 weeks, whereas replication in the spleen and liver were not sustained over time. In addition, ZIKV infection of the skeletal muscle induces necrotic lesions, inflammation, and fiber atrophy. We also found a reduction in the expression of regulatory myogenic factors that are essential for muscle repair after injury. Taken together, our results indicate that the skeletal muscle is an early site of viral amplification and lesion that may result in late consequences in muscle development after ZIKV infection. IMPORTANCE Zika Virus (ZIKV) neurotropism and its deleterious effects on central nervous system have been well characterized. However, investigations of the initial replication sites for the establishment of infection and viral spread to neural tissues remain underexplored. A complete description of the range of ZIKV-induced lesions and others factors that can influence the severity of the disease is necessary to prevent ZIKV's deleterious effects. ZIKV has been shown to access the central nervous system without significantly affecting blood-brain barrier permeability. Here, we demonstrated that skeletal muscle is an earlier site of ZIKV replication, contributing to the increase of peripheral ZIKV load. ZIKV replication in muscle promotes necrotic lesions and inflammation and also impairs myogenesis. Overall, our findings showed that skeletal muscle is involved in pathogenesis and opens new fields in the investigation of the long-term consequences of early infection."
"15","laporta","NO","Neri de Souza Reis V and Tahira AC and Daguano Gastaldi V and Mari P and Portolese J and Feio Dos Santos AC and Lisboa B and Mari J and Caetano SC and Brunoni D and Bordini D and Silvestre de Paula C and Vêncio RZN and Quackenbush J and Brentani H",NA,"Environmental Influences Measured by Epigenetic Clock and Vulnerability Components at Birth Impact Clinical ASD Heterogeneity.","Genes (Basel). 2021 Sep 17;12(9):1433. doi: 10.3390/genes12091433.","12",NA,NA,NA,"Although Autism Spectrum Disorders (ASD) is recognized as being heavily influenced by genetic factors, the role of epigenetic and environmental factors is still being established. This study aimed to identify ASD vulnerability components based on familial history and intrauterine environmental stress exposure, explore possible vulnerability subgroups, access DNA methylation age acceleration (AA) as a proxy of stress exposure during life, and evaluate the association of ASD vulnerability components and AA to phenotypic severity measures. Principal Component Analysis (PCA) was used to search the vulnerability components from 67 mothers of autistic children. We found that PC1 had a higher correlation with psychosocial stress (maternal stress, maternal education, and social class), and PC2 had a higher correlation with biological factors (psychiatric family history and gestational complications). Comparing the methylome between above and below PC1 average subgroups we found 11,879 statistically significant differentially methylated probes (DMPs, p < 0.05). DMPs CpG sites were enriched in variably methylated regions (VMRs), most showing environmental and genetic influences. Hypermethylated probes presented higher rates in different regulatory regions associated with functional SNPs, indicating that the subgroups may have different affected regulatory regions and their liability to disease explained by common variations. Vulnerability components score moderated by epigenetic clock AA was associated with Vineland Total score (p = 0.0036, adjR(2) = 0.31), suggesting risk factors with stress burden can influence ASD phenotype."
"16","laporta","NO","Espindola OM and Jaenisch T and Nielsen-Saines K and Oliveira RVC and Pastorino B and Vasconcelos Z and Gabaglia CR and Ribeiro IP and Cunha DCD and Pone MV and Carvalho LMA and Pone SM and Damasceno L and Zin AA and Bonaldo MC and Moreira MEL and Cherry JD and de Lamballerie X and Brasil P",NA,"ZIKA Virus Neutralizing Antibody Kinetics in Antenatally Exposed Infants.","J Infect Dis. 2021 Sep 17;224(6):1060-1068. doi: 10.1093/infdis/jiab054.","224",NA,NA,NA,"BACKGROUND: Zika virus (ZIKV) is associated with severe congenital abnormalities and laboratory diagnosis of antenatal infection is difficult. Here we evaluated ZIKV neutralizing antibody (nAb) kinetics in infants born to mothers with PCR-confirmed ZIKV infection during pregnancy. METHODS: Neonates (n = 98) had serum specimens tested repeatedly for ZIKV nAb over the first 2 years of life using virus neutralization test (VNT). ZIKV neonatal infection was confirmed by RT-PCR in blood or urine and/or presence of ZIKV IgM antibodies, and results were correlated with infant clinical features. RESULTS: Postnatal laboratory evidence of ZIKV vertical transmission was obtained for 60.2% of children, while 32.7% exhibited clinical abnormalities. Congenital abnormalities were found in 37.3% of children with confirmed ZIKV infection and 31.0% of children without confirmed infection (P = .734). All but 1 child displayed a physiologic decline in ZIKV nAb, reflecting maternal antibody decay, despite an early ZIKV-IgM response in one-third of infants. CONCLUSIONS: Infants with antenatal ZIKV exposure do not develop ZIKV nAb despite an early IgM response. Therefore, ZIKV VNT in children is not useful for diagnosis of congenital infection. In light of these findings, it remains to be determined if children infected in utero are potentially susceptible to reinfection."
"17","laporta","NO","Antinarelli LMR and Silva MR and Guimarães RJPSE and Terror MS and Lima PE and Ishii JSC and Muniz PF and Coimbra ES","2021","Rural residence remains a risk factor for Toxoplasma infection among pregnant women in a highly urbanized Brazilian area: a robust cross-sectional study.","Trans R Soc Trop Med Hyg. 2021 Aug 2;115(8):896-903. doi: 10.1093/trstmh/traa153.","115","896","903","10.1093/trstmh/traa153","BACKGROUND: Despite high seroprevalence of asymptomatic infection in humans, toxoplasmosis can manifest as a severe systemic disease, as occurs in the congenital infection. Here we evaluate the seroprevalence of Toxoplasma infection among pregnant women in a highly urbanized area of Brazil. METHODS: A robust seroepidemiological study was conducted using laboratory databases of anti-Toxoplasma gondii serological results together with information on age, month/year of diagnosis and place of residence of pregnant women in the public health system of the city of Juiz de Fora, Brazil. RESULTS: Of 5895 pregnant women analysed, 54.7% showed seronegativity and 44.4% showed seropositivity for immunoglobulin G (IgG) antibodies against Toxoplasma gondii. This seropositivity rate increased to 68.3% when only considering participants from rural areas. Multivariate analysis revealed higher odds of being seropositive associated with age (odds ratio [OR] 1.06 [confidence interval {CI} 1.05 to 1.07]) and with living in rural areas (OR 2.96 [CI 1.64 to 5.36]). The spatial distribution of IgG seropositivity indicated a higher prevalence concentrated in rural and peripheral neighbourhoods. CONCLUSIONS: This is the first report to use spatial analysis to show a cluster of Toxoplasma infection in rural and peripheral neighbourhoods of a highly urbanized municipality, which highlights the need for adequate healthcare actions to be implemented for women living in these areas."
"18","laporta","NO","Bloise E and Braga JRS and Andrade CBV and Imperio GE and Martinelli LM and Antunes RA and Silva KR and Nunes CB and Cobellis L and Bloise FF and Matthews SG and Connor KL and Ortiga-Carvalho TM",NA,"Altered Umbilical Cord Blood Nutrient Levels, Placental Cell Turnover and Transporter Expression in Human Term Pregnancies Conceived by Intracytoplasmic Sperm Injection (ICSI).","Nutrients. 2021 Jul 28;13(8):2587. doi: 10.3390/nu13082587.","13",NA,NA,NA,"Assisted reproductive technologies (ART) may increase risk for abnormal placental development, preterm delivery and low birthweight. We investigated placental morphology, transporter expression and paired maternal/umbilical fasting blood nutrient levels in human term pregnancies conceived naturally (n = 10) or by intracytoplasmic sperm injection (ICSI; n = 11). Maternal and umbilical vein blood from singleton term (>37 weeks) C-section pregnancies were assessed for levels of free amino acids, glucose, free fatty acids (FFA), cholesterol, high density lipoprotein (HDL), low density lipoprotein (LDL), very low-density lipoprotein (VLDL) and triglycerides. We quantified placental expression of GLUT1 (glucose), SNAT2 (amino acids), P-glycoprotein (P-gp) and breast cancer resistance protein (BCRP) (drug) transporters, and placental morphology and pathology. Following ICSI, placental SNAT2 protein expression was downregulated and umbilical cord blood levels of citrulline were increased, while FFA levels were decreased at term (p < 0.05). Placental proliferation and apoptotic rates were increased in ICSI placentae (p < 0.05). No changes in maternal blood nutrient levels, placental GLUT1, P-gp and BCRP expression, or placental histopathology were observed. In term pregnancies, ICSI impairs placental SNAT2 transporter expression and cell turnover, and alters umbilical vein levels of specific nutrients without changing placental morphology. These may represent mechanisms through which ICSI impacts pregnancy outcomes and programs disease risk trajectories in offspring across the life course."
"19","laporta","NO","Teixeira MLB and Costa Ferreira Júnior OD and João E and Fuller T and Silva Esteves J and Mendes-Silva W and Carvalho Mocarzel C and Araújo Maia R and Theodoro Boullosa L and Gonçalves CCA and Frankel PP and Fragoso da Silveira Gouvêa MI","2021","Maternal and Neonatal Outcomes of SARS-CoV-2 Infection in a Cohort of Pregnant Women with Comorbid Disorders.","Viruses. 2021 Jun 30;13(7):1277. doi: 10.3390/v13071277.","13",NA,NA,"10.3390/v13071277","There are some reports and case series addressing Coronavirus Disease 2019 (COVID-19) infections during pregnancy in upper income countries, but there are few data on pregnant women with comorbid conditions in low and middle income Countries. This study evaluated the proportion and the maternal and neonatal outcomes associated with SARS-CoV-2 infection among pregnant women with comorbidities. Participants were recruited consecutively in order of admission to a maternity for pregnant women with comorbidities. Sociodemographic, clinical, and laboratory data were prospectively collected during hospitalization. Pregnant women were screened at entry: nasopharyngeal swabs were tested by RT-PCR; serum samples were tested for IgG antibodies against spike protein by ELISA. From April to June 2020, 115 eligible women were included in the study. The proportion of SARS-CoV-2 infection was 28.7%. The rate of obesity was 60.9%, vascular hypertension 40.0%, and HIV 21.7%. The most common clinical presentations were ageusia (21.2%), anosmia (18.2%), and fever (18.2%). Prematurity was higher among mothers who had a SARS-CoV-2 infection based on RT-PCR. There were two cases of fetal demise. We found a high proportion of COVID-19 among pregnant women with comorbidities. This underscores the importance of antenatal care during the pandemic to implement universal SARS-CoV-2 screening, precautionary measures, and the rollout of vaccination programs for pregnant women."
"20","laporta","YES","de Freitas, V.L.T. and Esper, H.R. and Nakanishi, E.S. and Piotto, M.R. and Assy, J.G.P.L. and Berreta, O.C.P. and Said, R.D.C. and Segurado, A.A.C. and Carvalho, N.B. and França, F.O.S. and Lopes, M.H.","2021","Suspected vertical transmission of Chagas disease caused by DTU TcIV in an infection probably transmitted orally, during anoutbreak in the Brazilian Amazon.","Rev Inst Med Trop Sao Paulo. 2021 Jun 18;63:e48. doi: and 10.1590/S1678-9946202163048. eCollection 2021.","63",NA,NA,"10.1590/S1678-9946202163048","This study describes difficulties in the monitoring of a child born during an oral outbreak of Chagas disease, in which there are several indications that the transmission occurred through the congenital route: 1. the mother was in the third trimester of pregnancy when she was infected; 2. She presented high parasitemia at the time of delivery; 3. In both, the mother and her daughter, T. cruzi was classified as DTU TcIV. The parasites were not found in the blood at birth and the infection was detected only three months later in an asymptomatic infant. As the mother and her child live in a highly endemic area, vector transmission could not be excluded during this period. © 2021, Instituto de Medicina Tropical de Sao Paulo. All rights reserved."
"21","laporta","NO","Barrett E and Loverin A and Wang H and Carlson M and Larsen TD and Almeida MM and Whitman J and Baack ML and Joss-Moore LA",NA,"Uteroplacental Insufficiency with Hypoxia Upregulates Placental PPARγ-KMT5A Axis in the Rat.","Reprod Sci. 2021 May;28(5):1476-1488. doi: 10.1007/s43032-020-00434-w. Epub 2021 and Jan 4.","28",NA,NA,NA,"The placenta represents a critical node in fetal lipid acquisition, yet the mechanisms by which the placenta handles lipids under normal and pathologic conditions are incompletely understood. A key player in placental lipid handling is peroxisome proliferator-activated receptor gamma (PPARγ). PPARγ influences global gene expression via its regulation of the epigenetic modifier lysine methyltransferase 5A (KMT5A), which places a methyl group on histone 4 lysine 20 (H4K20me) of target genes. Here we test the hypothesis that KMT5A is present in both the human and rat placentas and is affected by uteroplacental insufficiency (UPI) in the rat in association with increased placental lipid accumulation. We assessed levels and localization of KMT5A, as well as lipid droplet accumulation, in human placental tissue collected from maternal donors after delivery by planned cesarean section. Using a rat model of UPI, we also evaluated the effects of UPI on lipid accumulation, PPARγ, KMT5A, and H4K20me in the rat placenta. In this study, we show for the first time the presence and activity of KMT5A, in human and in rat placentas. We also demonstrate that in the rat placenta, UPI increases hypoxia, KMT5a expression, and activity in association with increased lipid accumulation in placenta supporting male fetuses. Placental PPARγ-KMT5A axis may be an important mediator of placental lipid handling."
"22","laporta","NO","Ferreira FCPADM and da Silva ASV and Recht J and Guaraldo L and Moreira MEL and de Siqueira AM and Gerardin P and Brasil P",NA,"Vertical transmission of chikungunya virus: A systematic review.","PLoS One. 2021 Apr 23;16(4):e0249166. doi: 10.1371/journal.pone.0249166. and eCollection 2021.","16",NA,NA,NA,"OBJECTIVES: To describe and estimate the frequency of pregnancy outcomes, clinical and laboratory characteristics of vertical transmission of CHIKV in the neonate. STUDY DESIGN: We performed a systematic review evaluating the clinical presentation of perinatally-acquired CHIKV infection in neonates. The search was performed using Medline (via PubMed), LILACS, Web of Science, Scielo, Google Scholar and Open grey to identify studies assessing vertical transmission of CHIKV up to November 3, 2020. There were no search restrictions regarding the study type, the publication date or language. Studies with no documented evidence of CHIKV infection in neonates (negative RT-PCR or absence of IgM) were excluded. RESULTS: From the 227 studies initially identified, 42 were selected as follows: 28 case reports, 7 case series, 2 cross-sectional studies and 5 cohort studies, for a total of 266 CHIKV infected neonates confirmed by serological and/or molecular tests. The vertical transmission rate was 50% in the Reunion Island outbreak, which was the subject of the majority of the studies; the premature delivery were reported in 19 (45.2%) studies; the rate of fetal distress was 19.6% of infected babies and fetal loss occurred in 2% of the cases. Approximately 68.7% of newborns were diagnosed with encephalopathy or encephalitis after perinatally acquired CHIKV. Most of the infected neonates were born healthy, developing CHIKV sepsis clinical syndrome within the first week of life. CONCLUSIONS: We alert neonatologists to the late manifestations of neonatal CHIKV infection, relevant to the management and reduction of morbidity. A limitation of our review was that it was not possible to carry out meta-analysis due to differences in study design and the small number of participants."
